title,Year,Car Body Type,Mileage,Cylinder Volume,Horsepower,Transmission,Petrol Type,Owners,price
Mercedes-Benz AMG GT 4.0 V8 BiTurbo (Premium) Coupe 2dr Petrol SpdS DCT Euro 6 (s/s) (462 ps),2015,Coupe,"46,800 miles",4.0L,456BHP,Auto,Petrol,3 owners,"£54,990"
Ford Mustang 2.3T EcoBoost Fastback SelShift Euro 6 2dr,2016,Coupe,"24,001 miles",2.3L,,Auto,Petrol,,"£28,425"
Audi TT 2.0 TDI ultra S line Euro 6 (s/s) 3dr,2015,Coupe,"66,511 miles",2.0L,182BHP,Manual,Diesel,1 owner,"£14,995"
Porsche 911 TARGA 4 GTS PDK,2022,Convertible,"4,038 miles",3.0L,473BHP,Auto,Petrol,,"£144,950"
Aston Martin Vantage S 2dr Sportshift III,2016,Convertible,"8,176 miles",5.9L,565BHP,Auto,Petrol,1 owner,"£99,995"
Mercedes-Benz A Class 2.0 A35 AMG Edition (Executive) 7G-DCT 4MATIC Euro 6 (s/s) 5dr,2022,Hatchback,"11,000 miles",2.0L,302BHP,Auto,Petrol,1 owner,"£35,750"
Ford Focus 2.3T EcoBoost RS AWD Euro 6 (s/s) 5dr,2016,Hatchback,"56,000 miles",2.3L,,Manual,Petrol,,"£23,500"
Maserati Quattroporte 4.7 V8 S Auto Euro 4 4dr,2010,Saloon,"63,000 miles",4.7L,,Auto,Petrol,,"£20,990"
Mazda MX-5 2.0 Sport Nav 2dr Auto Petrol Convertible RF,2017,Convertible,"28,621 miles",2.0L,158BHP,Auto,Petrol,1 owner,"£16,750"
Nissan GT-R 3.8 V6 Premium Edition Auto 4WD Euro 5 2dr,2011,Coupe,"28,000 miles",3.8L,523BHP,Auto,Petrol,4 owners,"£53,950"
Audi S4 3.0 S4 QUATTRO 4d 328 BHP,2015,Saloon,"65,000 miles",3.0L,329BHP,Auto,Petrol,6 owners,"£17,670"
MINI Mini 2.0 JOHN COOPER WORKS 2d 228 BHP,2019,Convertible,"26,350 miles",2.0L,228BHP,Auto,Petrol,2 owners,"£24,490"
Ford Fiesta 1.5T EcoBoost ST-3 Hatchback 3dr Petrol Manual Euro 6 (200 ps),2020,Hatchback,"25,827 miles",1.5L,197BHP,Manual,Petrol,2 owners,"£19,597"
Toyota Yaris 1.6T GR Circuit AWD Euro 6 3dr,2022,Hatchback,"1,500 miles",1.6L,257BHP,Manual,Petrol,2 owners,"£36,995"
Mazda MX-5 2.0 Sport Nav 2dr Convertible,2017,Convertible,"25,751 miles",2.0L,158BHP,Manual,Petrol,4 owners,"£16,795"
Volkswagen Golf 2.0 GTI LAUNCH 3DR 218 BHP,2015,Hatchback,"58,000 miles",2.0L,218BHP,Manual,Petrol,2 owners,"£14,940"
Kia Stinger 3.3 T-GDi V6 GT S Gran Turismo Auto Euro 6 (s/s) 5dr,2018,Hatchback,"27,101 miles",3.3L,365BHP,Auto,Petrol,3 owners,"£28,200"
Mazda MX-5 1.5 SE-L Nav 2dr Bluetooth,2016,Convertible,"57,145 miles",1.5L,129BHP,Manual,Petrol,2 owners,"£11,750"
Porsche Panamera 4.0 TURBO PDK 5d 543 BHP,2019,Hatchback,"45,000 miles",4.0L,542BHP,Auto,Petrol,3 owners,"£72,999"
Ford Mustang 5.0 V8 440 GT 2dr Auto,2020,Convertible,"5,131 miles",5.0L,434BHP,Auto,Petrol,1 owner,"£40,809"
Ford Fiesta 1.6 EcoBoost ST-3 3dr,2014,Hatchback,"61,576 miles",1.6L,180BHP,Manual,Petrol,4 owners,"£9,495"
Skoda Octavia 2.0 TDI CR vRS 5dr,2015,Estate,"98,000 miles",2.0L,181BHP,Manual,Diesel,2 owners,"£11,989"
Hyundai i30 N 2.0T GDI N Performance 5dr Satellite Navigation,2019,Coupe,"16,333 miles",2.0L,271BHP,Manual,Petrol,3 owners,"£25,000"
BMW Z3 2.8i 2dr,1998,Convertible,"12,950 miles",2.8L,189BHP,Manual,Petrol,1 owner,"£14,990"
Volkswagen Golf TSI GTI TCR,2020,Hatchback,"16,902 miles",2.0L,286BHP,Auto,Petrol,2 owners,"£34,995"
Audi RS4 Avant RS 4 Avant    450 PS tiptronic,2020,Estate,"12,772 miles",2.9L,444BHP,Auto,Petrol,3 owners,"£55,995"
Audi S5 3.0 TFSI V6 Sportback Tiptronic quattro Euro 6 (s/s) 5dr,2018,Hatchback,"63,000 miles",3.0L,349BHP,Auto,Petrol,2 owners,"£25,995"
Mercedes-Benz AMG A35,2021,Hatchback,"17,981 miles",,302BHP,Auto,Petrol,3 owners,"£36,990"
Honda Civic I-VTEC TYPE-R GT,2009,Hatchback,"34,500 miles",2.0L,198BHP,Manual,Petrol,1 owner,"£10,795"
"Porsche Boxster 2.7 986 Convertible 2dr Petrol Manual (245 g/km, 220 bhp)",2000,Convertible,"91,250 miles",2.7L,217BHP,Manual,Other,1 owner,"£6,495"
Seat Leon CUPRA R TSI 5-Door,2010,Hatchback,"86,000 miles",2.0L,261BHP,Manual,Petrol,1 owner,"£9,990"
Tesla Model 3 (Dual Motor) Performance Saloon 4dr Electric Auto 4WDE (Performance Upgrade,2020,Saloon,"54,333 miles",,483BHP,Auto,Electric,1 owner,"£29,290"
Ford Fiesta 1.5 ST-2 3DR Manual,2020,Hatchback,"21,000 miles",1.5L,197BHP,Manual,Petrol,2 owners,"£17,495"
BMW 3 Series M3 CS 4-Door,2018,Saloon,"34,983 miles",3.0L,453BHP,Auto,Petrol,3 owners,"£59,995"
Audi S3,2022,Saloon,"10,567 miles",2.0L,306BHP,Auto,Petrol,1 owner,"£38,950"
Mercedes-Benz C-Class 6.3 C63 V8 AMG Edition 125 SpdS MCT Euro 5 2dr,2014,Coupe,"72,500 miles",6.2L,457BHP,Auto,Petrol,5 owners,"£24,995"
Renault Clio 1.0 TCE 90 RS LINE 5DR,2021,Hatchback,"20,922 miles",1.0L,90BHP,Manual,Petrol,1 owner,"£15,995"
BMW 3 Series M3 Competition M xDrive Saloon,2022,Saloon,"5,834 miles",3.0L,503BHP,Auto,Petrol,2 owners,"£80,950"
Mazda MX-5 1.5 Sport Nav 2dr Leather Seats,2015,Convertible,"45,804 miles",1.5L,129BHP,Manual,Petrol,3 owners,"£12,800"
Audi S3 2.0 S3 QUATTRO 3d 306 BHP-2 FORMER KEEPERS-SUPERB EXAMPLE FINISHED IN NAVARRA BLUE METALLIC-HEATED BLACK LEATHER-CLIMATE,2017,Hatchback,"45,000 miles",2.0L,306BHP,Auto,Petrol,3 owners,"£23,995"
Audi S5 3.0 S5 TFSI QUATTRO BLACK EDITION 2d 329 BHP,2013,Coupe,"85,000 miles",3.0L,328BHP,Auto,Petrol,4 owners,"£15,888"
Porsche 911 3.0 CARRERA GTS 2d 444 BHP,2017,Coupe,"38,500 miles",3.0L,444BHP,Manual,Petrol,2 owners,"£79,950"
Porsche Cayenne V6 S TIPTRONIC,2019,SUV,"47,000 miles",2.9L,434BHP,Auto,Petrol,1 owner,"£59,495"
Porsche 911 3.6 CARRERA 4 TIPTRONIC S 2d 316 BHP,2003,Coupe,"48,000 miles",3.6L,315BHP,Auto,Petrol,1 owner,"£34,990"
Volkswagen Golf 2.0 R TSI 4MOTION DSG EURO 6,2015,Hatchback,"85,000 miles",2.0L,298BHP,Auto,Petrol,4 owners,"£16,990"
Mercedes-Benz C-Class 6.3 C63 V8 AMG Edition 125 SpdS MCT Euro 5 2dr,2012,Coupe,"66,000 miles",6.2L,457BHP,Auto,Petrol,9 owners,"£39,950"
BMW 2 Series 3.0 M2 COMPETITION 2d 405 BHP,2019,Coupe,"17,810 miles",3.0L,405BHP,Auto,Petrol,3 owners,"£42,995"
Audi TT Coupe 2.0 TDI ULTRA SPORT 2d 182 BHP,2015,Coupe,"49,500 miles",2.0L,182BHP,Manual,Diesel,4 owners,"£14,490"
Porsche Macan 3.0L S PDK 5d 340 BHP,2014,Hatchback,"60,000 miles",3.0L,340BHP,Auto,Petrol,2 owners,"£27,895"
Tesla Model 3 (Dual Motor) Performance Auto 4WDE 4dr (Performance Upgrade),2020,Saloon,"38,000 miles",,483BHP,Auto,Electric,1 owner,"£32,450"
MINI Mini John Cooper Works,2015,Hatchback,"27,000 miles",2.0L,228BHP,Manual,Petrol,3 owners,"£16,995"
Porsche Macan PDK,2018,Hatchback,"58,750 miles",2.0L,248BHP,Auto,Petrol,2 owners,"£32,995"
Honda Civic I-VTEC TYPE R GT,2010,Hatchback,"119,500 miles",2.0L,198BHP,Manual,Petrol,3 owners,"£5,495"
Mercedes-Benz G-Class 4.0 AMG G 63 4MATIC 5d 577 BHP,2021,SUV,"11,500 miles",4.0L,577BHP,Auto,Petrol,2 owners,"£175,995"
Lotus Exige 3.5 V6 390 SPORT FINAL EDITION 2DR,2021,Coupe,"6,000 miles",3.5L,397BHP,Manual,Petrol,2 owners,"£69,999"
Tesla Model 3 (Dual Motor) Long Range Auto 4WDE 4dr,2021,Saloon,"51,237 miles",,469BHP,Auto,Electric,1 owner,"£30,058"
Audi S3 2.0 TFSI Black Edition S Tronic quattro Euro 6 (s/s) 4dr,2018,Saloon,"38,340 miles",2.0L,306BHP,Auto,Petrol,2 owners,"£26,559"
Bentley Bentayga V8 S,2023,SUV,72 miles,4.0L,542BHP,Auto,Petrol,1 owner,"£219,890"
Ford Focus 2.5 ST-3 5d 223 BHP,2010,Hatchback,"50,000 miles",2.5L,223BHP,Manual,Petrol,1 owner,"£11,495"
Audi TT Coupe 2.0 TDI Sport Coupe 3dr Diesel Manual quattro,2013,Coupe,"72,130 miles",2.0L,168BHP,Manual,Diesel,4 owners,"£9,800"
BMW 2 Series 2.0 M235I XDRIVE GRAN COUPE 4d AUTO 302 BHP,2021,Coupe,"18,130 miles",2.0L,302BHP,Auto,Petrol,1 owner,"£30,999"
Audi RS Q3 Sport Edition   400 PS S tronic,2020,SUV,"14,784 miles",2.5L,394BHP,Auto,Petrol,1 owner,"£51,880"
Lamborghini Aventador 6.5 V12 LP 700-4 ISR 4WD Euro 5 2dr,2014,Convertible,"25,000 miles",6.5L,690BHP,Auto,Petrol,1 owner,"£145,000"
Tesla Model 3 (Dual Motor) Long Range Auto 4WDE 4dr,2019,Saloon,"75,468 miles",,469BHP,Auto,Electric,1 owner,"£26,058"
Porsche 911 CARRERA S PDK 2-Door,2013,Coupe,"32,000 miles",3.8L,400BHP,Auto,Petrol,2 owners,"£63,000"
BMW 1 Series 3.0 M135i Auto Euro 6 (s/s) 3dr,2016,Hatchback,"49,968 miles",3.0L,322BHP,Auto,Petrol,7 owners,"£18,495"
MINI Mini John Cooper Works,2014,Convertible,"39,500 miles",1.6L,208BHP,Manual,Petrol,3 owners,"£12,995"
HONDA CIVIC (MK7) I-VTEC TYPE R GT                         2007,2007,Hatchback,"71,100 miles",2.0L,198BHP,Manual,Petrol,4 owners,"£5,950"
Audi TT Coupe 40 TFSI S Line 2dr S Tronic,2019,Coupe,"16,291 miles",2.0L,194BHP,Auto,Petrol,2 owners,"£25,750"
Volkswagen Golf 2.0 TSI R Hatchback 5dr Petrol DSG 4Motion Euro 6 (s/s) (300 ps),2019,Hatchback,"32,126 miles",2.0L,296BHP,Auto,Petrol,1 owner,"£24,800"
Volkswagen Golf 2.0 TSI R Hatchback 5dr Petrol DSG 4Motion Euro 6 (s/s) (300 ps),2019,Hatchback,"40,804 miles",2.0L,296BHP,Auto,Petrol,1 owner,"£26,100"
BMW X4 M Sport xDrive20d Auto,2017,Hatchback,"57,000 miles",2.0L,188BHP,Auto,Diesel,2 owners,"£22,750"
Jaguar XKR 4.2 Supercharged 2dr,2003,Convertible,"49,000 miles",4.2L,400BHP,Auto,Petrol,1 owner,"£29,980"
Vauxhall Corsa VXR 1.6 Turbo (205PS),2016,Hatchback,"36,320 miles",1.6L,202BHP,Manual,Petrol,5 owners,"£9,295"
Mazda MX-5 2.0i (Option Pack) Roadster Euro 4 2dr,2007,Coupe,"52,889 miles",2.0L,160BHP,Manual,Petrol,4 owners,"£5,995"
Volkswagen Golf,2018,Hatchback,"45,332 miles",2.0L,227BHP,Manual,Petrol,2 owners,"£20,350"
Audi S3 TFSI,2014,Hatchback,"64,892 miles",2.0L,296BHP,Manual,Petrol,3 owners,"£16,990"
Mazda MX-5 1.5 Sport Nav 2dr,2017,Convertible,"24,426 miles",1.5L,129BHP,Manual,Petrol,2 owners,"£16,750"
Tesla Model 3 Standard Plus 4dr Auto,2019,Saloon,"13,747 miles",0.0L,302BHP,Auto,Electric,1 owner,"£29,750"
Skoda Octavia 2.0 TDI CR vRS 5dr Satellite Navigation,2016,Estate,"62,665 miles",2.0L,181BHP,Manual,Diesel,2 owners,"£15,500"
BMW 2 Series M240i,2017,Coupe,"51,354 miles",3.0L,335BHP,Auto,Petrol,4 owners,"£19,995"
Volkswagen Golf 2.0 TSI 300 R 5dr 4MOTION DSG Bluetooth,2019,Hatchback,"31,690 miles",2.0L,296BHP,Auto,Petrol,3 owners,"£27,000"
Ford Fiesta ST-3,2015,Hatchback,"49,486 miles",1.6L,180BHP,Manual,Petrol,2 owners,"£11,290"
BMW 2 Series M240i 2dr [Nav] Step Auto,2019,Coupe,"30,187 miles",3.0L,335BHP,Auto,Petrol,2 owners,"£24,950"
Ford Focus 2.3 EcoBoost ST 5dr,2020,Hatchback,"36,044 miles",2.3L,276BHP,Manual,Petrol,1 owner,"£23,950"
MINI Mini 2.0 Cooper S Works 210 2dr,2017,Convertible,"20,371 miles",2.0L,189BHP,Manual,Petrol,3 owners,"£19,950"
Audi TT Coupe 40 TFSI Sport 2dr S Tronic,2019,Coupe,"24,261 miles",2.0L,194BHP,Auto,Petrol,2 owners,"£24,750"
Skoda Octavia 2.0 TDI CR vRS 4x4 5dr DSG,2017,Hatchback,"66,608 miles",2.0L,181BHP,Auto,Diesel,1 owner,"£16,900"
Seat Leon 2.0 TSI Cupra 300 Lux [EZ] 5dr DSG 4Drive,2019,Estate,"38,082 miles",2.0L,296BHP,Auto,Petrol,1 owner,"£23,500"
BMW 1 Series 2.0 M135i Auto xDrive Euro 6 (s/s) 5dr,2021,Hatchback,"11,800 miles",2.0L,302BHP,Auto,Petrol,1 owner,"£34,395"
Seat Leon 2.0 TSI 290 Cupra [EZ] 5dr DSG,2020,Hatchback,"17,546 miles",2.0L,286BHP,Auto,Petrol,1 owner,"£23,850"
Mazda MX-5 1.5 Sport Nav 2dr,2017,Convertible,"33,310 miles",1.5L,129BHP,Manual,Petrol,3 owners,"£16,350"
Audi S3 S3 TFSI Quattro Black Edition 3dr,2017,Hatchback,"37,857 miles",2.0L,306BHP,Manual,Petrol,2 owners,"£23,650"
Audi S3 S3 TFSI 300 Quattro Black Edition 5dr S Tronic,2019,Hatchback,"14,611 miles",2.0L,296BHP,Auto,Petrol,1 owner,"£31,950"
Peugeot 208 1.6 THP GTi Prestige 3dr,2016,Hatchback,"40,509 miles",1.6L,208BHP,Manual,Petrol,3 owners,"£11,150"
"Volkswagen Golf 2.0 GTI 5d 218 BHP WOW WOW WOW, 2 KEYS, AMAZING CAR",2014,Hatchback,"50,700 miles",2.0L,218BHP,Manual,Petrol,2 owners,"£15,500"
Audi S5 3.0 TFSI V6 Tiptronic quattro Euro 6 (s/s) 2dr,2018,Coupe,"28,101 miles",3.0L,349BHP,Auto,Petrol,4 owners,"£31,500"
Tesla Model S 449kW 100kWh Dual Motor 5dr Auto,2018,Hatchback,"21,479 miles",,762BHP,Auto,Electric,1 owner,"£44,680"
Audi S4 Avant TDI  347 PS tiptronic,2019,Estate,"14,969 miles",3.0L,342BHP,Auto,Diesel,1 owner,"£39,990"
Audi SQ5 3.0 BiTDI V6 Tiptronic quattro Euro 6 (s/s) 5dr,2015,SUV,"98,178 miles",3.0L,309BHP,Auto,Diesel,2 owners,"£19,478"
Audi S3 Vorsprung TFSI  310 PS S tronic,2022,Hatchback,"6,985 miles",2.0L,306BHP,Auto,Petrol,1 owner,"£47,980"
Volkswagen Polo 2.0 TSI GPF GTI Hatchback 5dr Petrol DSG Euro 6 (s/s) (200 ps),2019,Hatchback,"25,140 miles",2.0L,197BHP,Auto,Petrol,1 owner,"£18,300"
Land Rover Range Rover Sport 5.0 SVR 5d 550 BHP,2015,SUV,"58,000 miles",5.0L,550BHP,Auto,Petrol,5 owners,"£47,950"
Mercedes-Benz E-Class 3.0 AMG E 53 4MATIC MHEV 2DR 430 BHP+,2020,Coupe,"18,955 miles",3.0L,429BHP,Auto,Hybrid,2 owners,"£50,825"
MINI Mini 2.0 John Cooper Works Euro 6 (s/s) 3dr,2015,Hatchback,"41,238 miles",2.0L,228BHP,Manual,Petrol,2 owners,"£14,490"
Audi TT Coupe 2.0 TFSI S line S Tronic quattro Euro 6 (s/s) 3dr,2017,Coupe,"35,397 miles",2.0L,227BHP,Auto,Petrol,3 owners,"£20,390"
Audi S5 3.0 TFSI V6 Black Edition S Tronic quattro Euro 5 (s/s) 2dr,2015,Coupe,"37,900 miles",3.0L,328BHP,Auto,Petrol,4 owners,"£19,990"
Renault Clio 1.3 TCe RS Line EDC Euro 6 (s/s) 5dr,2019,Hatchback,"34,994 miles",1.3L,129BHP,Auto,Petrol,2 owners,"£15,290"
Mercedes-Benz E-Class E63 S 4dr Auto,2015,Saloon,"31,500 miles",5.5L,577BHP,Auto,Petrol,2 owners,"£36,980"
Audi TT Coupe 2.0 TDI Ultra Black Edition 2dr,2017,Coupe,"37,846 miles",2.0L,182BHP,Manual,Diesel,4 owners,"£19,750"
Porsche 911,2021,Coupe,"9,943 miles",3.0L,380BHP,Auto,Petrol,1 owner,"£102,900"
Porsche 911,2019,Coupe,"20,000 miles",3.0L,444BHP,Auto,Petrol,2 owners,"£92,900"
Audi TTS,2022,Coupe,"7,184 miles",2.0L,315BHP,Auto,Petrol,1 owner,"£43,500"
Volkswagen Golf 2.0 R TSI DSG 3d 306 BHP,2018,Hatchback,"25,000 miles",2.0L,306BHP,Auto,Petrol,3 owners,"£29,990"
"Audi TT Coupe 1.8 TFSI S LINE 2d 178 BHP 12.3in Virtual Cockpit, Half Leather, DAB / Bluetooth, 19in Alloys, Rear Parking Sensor",2017,Coupe,"28,514 miles",1.8L,178BHP,Manual,Petrol,2 owners,"£18,888"
Maserati Levante 3.0D V6 ZF 4WD Euro 6 (s/s) 5dr,2018,Hatchback,"28,000 miles",3.0L,,Auto,Diesel,1 owner,"£35,995"
Vauxhall Astra GTC 2.0 VXR 3d 276 BHP,2015,Coupe,"51,728 miles",2.0L,276BHP,Manual,Petrol,3 owners,"£12,799"
Ferrari F355 3.5 Berlinetta 2dr,1998,Coupe,"21,000 miles",3.5L,,Manual,Petrol,6 owners,"£89,950"
Mercedes-Benz AMG SL 55 AMG KOMPRESSOR,2003,Convertible,"93,000 miles",5.4L,476BHP,Auto,Petrol,11 owners,"£9,995"
Porsche Cayenne D TIPTRONIC S 5-Door,2009,SUV,"124,000 miles",3.0L,240BHP,Auto,Diesel,3 owners,"£9,995"
BMW 2 Series,2017,Coupe,"45,000 miles",3.0L,365BHP,Manual,Petrol,1 owner,"£28,475"
Ford Focus 2.0L ST-2 5d 247 BHP SAT NAV REVERSE CAMERAS,2013,Hatchback,"68,000 miles",2.0L,247BHP,Manual,Petrol,3 owners,"£10,995"
Ford Mustang 5.0 V8 GT 2DR,2016,Coupe,"65,453 miles",5.0L,410BHP,Manual,Petrol,2 owners,"£24,600"
Skoda Fabia VRS DSG,2011,Hatchback,"80,516 miles",1.4L,180BHP,Auto,Petrol,1 owner,"£6,295"
Seat Leon 2.0 TSI 290 Cupra [EZ] 5dr DSG Petrol Hatchback,2019,Hatchback,"20,193 miles",2.0L,286BHP,Auto,Petrol,1 owner,"£22,999"
Ford Focus 2.3 ECOBOOST ST 5DR AUTO,2022,Estate,"10,474 miles",2.3L,276BHP,Auto,Petrol,1 owner,"£33,000"
Ford Focus 1.6 ECOBOOST ST-2 3DR,2018,Hatchback,"44,148 miles",2.0L,247BHP,Manual,Petrol,3 owners,"£18,297"
Audi S3 2.0 S3 SPORTBACK QUATTRO 5d 296 BHP,2014,Hatchback,"99,000 miles",2.0L,296BHP,Auto,Petrol,2 owners,"£15,990"
Ford Focus 2.0 ST-2 TDCI 5d 183 BHP,2015,Hatchback,"112,180 miles",2.0L,182BHP,Manual,Diesel,4 owners,"£10,990"
Porsche Cayenne Turbo GT 5dr Tiptronic S,2022,Coupe,"8,900 miles",4.0L,631BHP,Auto,Petrol,2 owners,"£175,000"
Ford Fiesta ST-3 1.6 ECOBOOST 182PS 5DR,2017,Hatchback,"58,673 miles",1.6L,180BHP,Manual,Petrol,3 owners,"£11,999"
Ford Focus ST 2.3 ECOBOOST 280PS 5DR,2020,Hatchback,"27,455 miles",2.3L,276BHP,Manual,Petrol,1 owner,"£24,449"
Volkswagen up! Volkswagen Up 1.0 TSi 115 GTI 3dr,2018,Hatchback,"28,356 miles",1.0L,113BHP,Manual,Petrol,2 owners,"£13,999"
Tesla Model 3 Standard Plus 4dr Auto,2020,Saloon,"10,280 miles",,302BHP,Auto,Electric,1 owner,"£30,870"
Ford Fiesta,2017,Hatchback,"59,100 miles",1.6L,180BHP,Manual,Petrol,4 owners,"£11,600"
Audi S3 S3 TFSI QUATTRO BLACK EDITION,2020,Hatchback,"11,112 miles",2.0L,,Auto,Petrol,4 owners,"£31,985"
Ford Fiesta 1.6T EcoBoost ST-3 Euro 6 3dr,2016,Hatchback,"35,000 miles",1.6L,180BHP,Manual,Petrol,4 owners,"£12,495"
BMW iX i20 iX xDrive40 M Sport Edition,2022,SUV,"5,200 miles",,322BHP,Auto,Electric,1 owner,"£67,000"
BMW M2 Coup? M2 Competition,2018,Coupe,"45,854 miles",3.0L,405BHP,Auto,Petrol,1 owner,"£36,500"
Audi RS6 Avant RS 6 TFSI Quattro Carbon Black 5dr Tiptronic,2020,SUV,"30,000 miles",4.0L,592BHP,Auto,Petrol,1 owner,"£86,470"
Porsche 911 CARRERA 4 NEW CLUTCH IMS RMS SPORTS EXHAUST,2001,Coupe,"79,000 miles",3.4L,296BHP,Manual,Petrol,,"£21,990"
Porsche Macan GTS 5dr PDK,2021,Estate,"25,086 miles",2.9L,375BHP,Auto,Petrol,,"£73,900"
Porsche Panamera 2.9 V6 5dr PDK,2020,Hatchback,"11,402 miles",2.9L,325BHP,Auto,Petrol,,"£71,900"
Porsche Taycan 420kW 4S 93kWh 4dr Auto,2022,Saloon,"4,784 miles",,563BHP,Auto,Electric,,"£94,900"
Porsche Macan GTS 5dr PDK,2021,Estate,"19,720 miles",2.9L,375BHP,Auto,Petrol,,"£71,850"
Porsche Cayenne (19 Reg) 3.0 V6 Tiptronic,2019,Estate,"33,247 miles",3.0L,123BHP,Auto,Petrol,1 owner,"£52,990"
"Audi E-tron Sportback Launch Edition 55 quattro 300,00 kW",2020,Hatchback,"12,495 miles",,402BHP,Auto,Electric,,"£52,990"
Porsche Macan 5dr PDK,2021,Estate,"11,080 miles",2.0L,261BHP,Auto,Petrol,,"£58,900"
Porsche Cayman 2.0 2dr,2016,Coupe,"38,555 miles",2.0L,295BHP,Manual,Petrol,,"£40,000"
Audi TT Coup- Black Edition 45 TFSI quattro 245 PS S tronic,2020,Coupe,"12,105 miles",2.0L,241BHP,Auto,Petrol,,"£33,490"
Volkswagen Golf (72 Reg) R 2.0TSI 4Motion,2022,Hatchback,"4,273 miles",2.0L,315BHP,Auto,Petrol,1 owner,"£45,639"
Porsche Boxster 2.7 2dr PDK,2013,Convertible,"11,998 miles",2.7L,265BHP,Auto,Petrol,,"£39,000"
Lamborghini Urus 4.0T FSI V8 5dr,2022,Estate,"9,000 miles",4.0L,641BHP,Auto,Petrol,1 owner,"£229,000"
Audi S3 QUATTRO,2014,Hatchback,"88,000 miles",2.0L,296BHP,Auto,Petrol,2 owners,"£16,295"
Aston Martin DB6 Vantage Mk 1,1967,Coupe,"81,000 miles",4.2L,325BHP,Manual,Petrol,,"£370,000"
SEAT LEON 20V Turbo CUPRA  180bhp                            2001,2001,Hatchback,"161,500 miles",1.8L,180BHP,Manual,Petrol,5 owners,"£1,495"
BMW 3 SERIES (E9X) M3 2007,2007,Coupe,"98,100 miles",4.0L,414BHP,Manual,Petrol,6 owners,"£17,990"
911 (996) TURBO 2001,2001,Coupe,"90,750 miles",3.6L,414BHP,Manual,Petrol,2 owners,"£33,000"
MINI JOHN COOPER WORKS GP (R56) - LOW MILEAGE / GREAT CONDITION,2013,Hatchback,"14,200 miles",1.6L,218BHP,Manual,Petrol,,"£27,495"
VAUXHALL VX220 HARROP 350BHP SUPERCHARGED!,2003,Convertible,"61,000 miles",2.2L,350BHP,Manual,Petrol,6 owners,"£28,500"
LOTUS GENUINE FACTORY SPORT 190!,1998,Convertible,"15,000 miles",1.8L,215BHP,Manual,Petrol,1 owner,"£52,000"
MINI COOPER S JCW 210                       2006,2006,Hatchback,"87,000 miles",1.6L,208BHP,Manual,Petrol,4 owners,"£12,000"
MCLAREN 765LT (1) V8 SSG                                   2021,2021,Coupe,"2,200 miles",4.0L,755BHP,Auto,Petrol,1 owner,"£325,000"
2008 Porsche 997 Turbo Cabriolet Tiptronic 911,2008,Convertible,"57,000 miles",3.6L,473BHP,Auto,Petrol,1 owner,"£49,950"
Porsche Macan S PDK 3.0 Diesel 1 Year Porsche Warranty,2017,SUV,"49,000 miles",3.0L,254BHP,Auto,Diesel,1 owner,"£32,495"
"2005 /55 - TVR T350C ""BLACK BEAUTY!!"" -",2005,Coupe,"29,360 miles",3.6L,350BHP,Manual,Petrol,4 owners,"£42,000"
Porsche Boxster S Spyder (981),2016,Convertible,"12,039 miles",3.8L,,Manual,Petrol,,"£74,995"
PORSCHE BOXSTER 3.2 S TIPTRONIC S                            2001,2001,Convertible,"69,000 miles",3.2L,248BHP,Auto,Petrol,,"£9,995"
PORSCHE 911 (997 GEN II) GT3 RS 2010,2010,Coupe,"12,000 miles",3.8L,450BHP,Manual,Petrol,4 owners,"£189,995"
Tesla Model S 75D (Dual Motor) Auto 4WD 5dr,2018,Hatchback,"68,011 miles",,518BHP,Auto,Electric,1 owner,"£29,500"
Mercedes-Benz AMG 4.0 V8 BiTurbo Edition 476 Plus SpdS DCT Euro 6 (s/s) 2dr,2020,Coupe,"8,705 miles",4.0L,469BHP,Auto,Petrol,2 owners,"£89,750"
Kia EV6 77.4kWh GT-Line Auto 5dr,2021,Hatchback,"16,116 miles",,226BHP,Auto,Electric,1 owner,"£42,500"
Porsche Macan 3.0DS,2015,Estate,"53,000 miles",3.0L,258BHP,Auto,Diesel,,"£31,990"
Caterham 620 S SV,2019,Convertible,"1,070 miles",2.0L,310BHP,Manual,Petrol,1 owner,"£52,950"
Kia EV6 77.4kWh Air Auto 5dr,2021,Hatchback,"12,197 miles",,226BHP,Auto,Electric,1 owner,"£39,990"
Porsche 911 991 TURBO S PDK 3.6L 560 BHP,2015,Coupe,"46,946 miles",3.8L,560BHP,Auto,Petrol,2 owners,"£84,995"
Morgan Plus 4 PLUS FOUR 2-Door,2021,Coupe,850 miles,2.0L,255BHP,Manual,Petrol,1 owner,"£72,500"
Porsche Cayenne 3.0 V6 TIPTRONIC 5d 336 BHP,2018,SUV,"61,452 miles",3.0L,335BHP,Auto,Petrol,1 owner,"£44,950"
Morgan Plus 4 CX-T,2022,Coupe,399 miles,2.0L,255BHP,Manual,Petrol,1 owner,"£225,000"
Morgan Plus 4 PLUS FOUR 2-Door,2022,Coupe,"4,950 miles",2.0L,255BHP,Manual,Petrol,1 owner,"£72,500"
Morgan Plus 4 PLUS 4 2-Door,2017,Coupe,"10,250 miles",2.0L,154BHP,Manual,Petrol,3 owners,"£49,500"
Ferrari 458 4.5 ITALIA DCT 2d 570 BHP,2012,Coupe,"22,700 miles",4.5L,570BHP,Auto,Petrol,4 owners,"£137,750"
